EventID,TeamID,RatingTotal,Rank
1979,6355,0.582,0
1979,6416,0.898,0
1979,6422,0.734,0
1979,6598,1.512,0
1979,6714,1.618,0
1979,6723,1.142,0
2013,5422,1.10479,0
2013,5752,0.97943,0
2013,5974,0.90881,0
2013,5988,0.9055,0
2013,5991,1.13706,0
2013,5995,1.08188,0
2013,6132,0.7655,0
2013,6665,1.21905,0
2024,4501,0.863,0
2024,5929,0.822,0
2024,5995,1.262,0
2024,6372,0.81,0
2024,6637,1.308,0
2027,4411,0.9481,0
2027,4494,1.0185,0
2027,4608,1.13375,0
2027,4991,1.2568,0
2027,5378,1.28557,0
2027,5752,0.72,0
2027,5973,1.139,0
2027,5974,0.91183,0
2027,5988,1.103,0
2027,5991,0.965,0
2027,5995,1.01267,0
2027,6290,1.21575,0
2027,6301,0.63,0
2027,6651,1.0045,0
2027,6665,1.114,0
2027,6667,1.008,0
2033,4742,0.99802,0
2033,5988,1.07086,0
2033,6132,0.726,0
2033,6226,1.14679,0
2033,6405,1.05873,0
2033,6471,0.9668,0
2033,6685,1.18673,0
2034,4608,1.2355,0
2034,4791,0.899,0
2034,5378,1.0105,0
2034,5988,0.92533,0
2034,5991,1.096,0
2034,6287,0.63,0
2034,6665,1.136,0
2034,6673,0.8612,0
2036,4411,1.12183,0
2036,4494,1.0635,0
2036,4608,1.13267,0
2036,4991,1.20562,0
2036,5378,0.92234,0
2036,5991,0.9948,0
2036,6118,1.09875,0
2036,6226,0.90125,0
2036,6248,0.6936,0
2036,6290,1.09737,0
2036,6665,1.1575,0
2036,6667,1.04266,0
2042,4501,1.05325,0
2042,4548,1.17312,0
2042,4869,1.00209,0
2042,5214,0.9264,0
2042,5395,1.10613,0
2042,5988,1.1055,0
2042,6137,1.208,0
2042,6226,1.14775,0
2042,6287,1.1772,0
2042,6301,1.157,0
2042,6372,1.125,0
2042,6375,1.08025,0
2042,6386,0.972,0
2042,6405,0.9895,0
2059,4477,1.0405,0
2059,4501,1.171,0
2059,4548,1.15534,0
2059,4682,0.747,0
2059,4688,1.085,0
2059,4869,0.978,0
2059,5310,1.26,0
2059,5422,1.17816,0
2059,5929,1.01675,0
2059,6137,1.2265,0
2059,6226,1.07319,0
2059,6724,1.012,0
2059,6807,0.796,0
2059,6832,1.0415,0
2059,6842,1.1035,0
2059,6855,0.659,0
2062,4411,0.99,0
2062,4494,0.938,0
2062,4608,1.112,0
2062,4991,1.06571,0
2062,5378,1.069,0
2062,5422,1.3345,0
2062,5973,1.08094,0
2062,5974,0.731,0
2062,5988,1.10333,0
2062,5991,0.874,0
2062,5995,0.988,0
2062,6137,1.23683,0
2062,6615,0.746,0
2062,6651,0.9085,0
2062,6665,1.0594,0
2062,6667,0.844,0
2070,4869,1.39818,0
2070,5395,0.88643,0
2070,6132,0.545,0
2070,6137,1.2015,0
2070,6226,0.759,0
2070,6372,1.16867,0
2070,6408,0.852,0
2070,6471,1.10533,0
2070,6675,0.82933,0
2070,6684,0.928,0
2070,6685,1.358,0
2071,4494,1.29,0
2071,5310,1.086,0
2071,5422,0.909,0
2071,5752,1.12766,0
2071,5973,1.1976,0
2071,5974,1.085,0
2071,5988,1.211,0
2071,5995,1.111,0
2071,6118,0.9735,0
2071,6137,0.922,0
2071,6211,0.986,0
2071,6301,1.154,0
2071,6375,1.10125,0
2071,6471,0.602,0
2071,6651,1.197,0
2071,6736,0.83,0
2090,4689,0.995,0
2090,4742,0.952,0
2090,6574,1.163,0
2090,6592,1.1115,0
2095,6410,1.0576,0
2095,6469,0.914,0
2095,6471,1.2587,0
2095,6614,0.99357,0
2099,4411,1.11067,0
2099,4494,1.137,0
2099,4608,1.2235,0
2099,4863,0.94517,0
2099,5378,1.0725,0
2099,5422,1.0825,0
2099,5973,1.035,0
2099,5974,1.0525,0
2099,5991,1.03666,0
2099,5995,0.72,0
2099,6118,1.012,0
2099,6290,1.13184,0
2099,6372,0.86,0
2099,6665,1.01416,0
2099,6667,0.999,0
2099,6902,1.08666,0
2100,4468,0.58867,0
2100,4991,1.15595,0
2100,5422,1.145,0
2100,5435,0.83867,0
2100,5991,0.92425,0
2100,5995,1.15925,0
2100,6375,0.96,0
2100,6665,1.17184,0
2101,4501,1.2424,0
2101,6051,1.125,0
2101,6597,0.7115,0
2101,6622,1.14629,0
2105,4477,0.9884,0
2105,4682,1.12067,0
2105,6471,0.974,0
2105,6636,0.865,0
2105,6670,0.96,0
2105,6671,1.1802,0
2105,6676,1.257,0
2105,6677,0.738,0
2106,5192,0.92667,0
2106,5454,1.044,0
2106,5730,0.976,0
2106,5927,0.608,0
2106,6055,0.761,0
2106,6101,0.81933,0
2106,6118,1.23714,0
2106,6191,0.9928,0
2106,6301,1.14244,0
2106,6334,1.2122,0
2106,6386,0.99457,0
2106,6425,1.2981,0
2106,6437,0.642,0
2106,6638,0.95767,0
2106,6641,0.85333,0
2109,4411,1.00305,0
2109,4688,1.016,0
2109,4869,0.804,0
2109,5310,0.917,0
2109,6137,1.00983,0
2109,6665,1.1896,0
2109,6902,1.13016,0
2109,7010,1.14663,0
2110,5422,1.0325,0
2110,5752,1.097,0
2110,5988,1.01514,0
2110,6134,1.06375,0
2110,6211,1.09617,0
2110,6615,0.944,0
2110,6651,1.15266,0
2110,6902,1.08325,0
2112,5378,1.2386,0
2112,5422,1.03788,0
2112,5752,1.14314,0
2112,5988,0.828,0
2112,5991,1.10467,0
2112,6651,0.9415,0
2112,6667,0.9095,0
2112,7175,0.80375,0
2113,4501,1.17387,0
2113,5195,0.999,0
2113,5214,1.05118,0
2113,5418,0.8305,0
2113,5422,1.01856,0
2113,5909,0.92158,0
2113,6137,1.15529,0
2113,6407,0.799,0
2113,6624,1.21,0
2115,6585,1.244,0
2115,6586,1.34935,0
2115,6590,1.0428,0
2115,6643,0.851,0
2115,6644,1.036,0
2115,6645,0.834,0
2115,6646,0.89,0
2115,6647,1.0095,0
2117,4548,1.28236,0
2117,4611,1.20614,0
2117,4682,0.96696,0
2117,4894,1.21275,0
2117,5524,0.82133,0
2117,6213,0.86508,0
2117,6220,1.01911,0
2117,6297,0.636,0
2117,6687,0.94733,0
2118,6226,1.192,0
2118,6460,0.992,0
2118,6471,0.727,0
2118,6651,1.1255,0
2119,4445,0.97,0
2119,4469,0.91675,0
2119,4501,0.8835,0
2119,4548,1.01024,0
2119,4602,1.0278,0
2119,4611,0.889,0
2119,4869,1.17216,0
2119,5395,1.17252,0
2119,5524,0.9045,0
2119,5596,1.0387,0
2119,5929,1.01958,0
2119,6045,1.054,0
2119,6051,1.04277,0
2119,6132,0.976,0
2119,6137,1.24311,0
2119,6220,0.98025,0
2119,6222,1.03025,0
2119,6226,1.27912,0
2119,6287,1.15032,0
2119,6372,1.18945,0
2119,6375,1.1695,0
2119,6405,1.10075,0
2119,6410,0.962,0
2119,6469,0.9652,0
2119,6471,0.99125,0
2119,6472,0.889,0
2119,6498,0.80672,0
2119,6639,0.9525,0
2119,6651,1.07667,0
2119,6652,0.91949,0
2119,6662,1.06313,0
2119,6666,0.889,0
2119,6672,1.1285,0
2119,6684,0.948,0
2119,6686,1.048,0
2119,6865,1.14075,0
2121,4689,0.955,0
2121,4800,0.928,0
2121,5009,1.08408,0
2121,5524,1.16133,0
2124,4411,1.2455,0
2124,4494,1.07543,0
2124,4608,1.08013,0
2124,4991,1.12112,0
2124,5005,0.93575,0
2124,5378,0.92186,0
2124,5422,0.98534,0
2124,5752,1.17802,0
2124,5973,1.19483,0
2124,5974,1.00375,0
2124,5988,0.9871,0
2124,5991,0.967,0
2124,5995,1.17411,0
2124,6137,0.87833,0
2124,6211,1.07411,0
2124,6290,1.26613,0
2124,6301,0.9904,0
2124,6386,1.01255,0
2124,6615,1.152,0
2124,6665,1.18138,0
2124,6667,1.11299,0
2124,6673,1.02433,0
2124,6686,0.919,0
2124,6736,1.14387,0
2124,6794,0.80578,0
2125,4922,1.14366,0
2125,5412,1.2605,0
2125,6297,0.844,0
2125,6415,0.9364,0
2126,4800,1.002,0
2126,6213,1.11933,0
2126,6408,1.142,0
2126,6472,1.127,0
2126,6597,0.984,0
2126,6669,1.22,0
2126,6679,0.87284,0
2127,4501,1.161,0
2127,4559,0.86733,0
2127,4682,0.956,0
2127,4803,0.969,0
2127,5195,1.25333,0
2127,6051,0.764,0
2127,6448,1.3115,0
2127,6683,0.9825,0
2128,4494,1.12116,0
2128,4548,1.05333,0
2128,5310,0.956,0
2128,5422,1.056,0
2128,5988,0.86933,0
2129,4445,1.134,0
2129,4548,0.926,0
2129,4602,0.98733,0
2129,4736,1.016,0
2129,5412,0.738,0
2129,5596,1.05158,0
2129,6132,1.34,0
2129,6220,0.926,0
2129,6407,1.29,0
2129,6498,0.886,0
2129,6636,1.032,0
2129,6639,0.794,0
2129,6652,1.1465,0
2129,6662,1.10407,0
2129,6672,0.978,0
2129,6694,1.102,0
2130,4411,1.07525,0
2130,4991,1.05566,0
2130,5752,0.932,0
2130,5973,1.0412,0
2130,5995,1.12667,0
2130,6290,1.11359,0
2130,6615,1.05634,0
2130,6665,1.031,0
2133,5192,0.8405,0
2133,5907,1.396,0
2133,5956,1.19767,0
2133,6057,0.911,0
2133,6117,1.187,0
2133,6118,1.0705,0
2133,6135,1.11166,0
2133,6242,0.8688,0
2133,6356,0.889,0
2133,6556,0.85,0
2133,6638,1.15647,0
2133,6641,1.23667,0
2133,6686,1.254,0
2135,4411,1.12129,0
2135,4494,1.07383,0
2135,4608,1.1081,0
2135,4991,1.18999,0
2135,5005,0.89907,0
2135,5378,1.21718,0
2135,5422,0.89816,0
2135,5752,1.14389,0
2135,5973,0.8736,0
2135,5974,0.83608,0
2135,5988,0.91166,0
2135,5991,1.166,0
2135,5995,1.15,0
2135,5996,0.94233,0
2135,6137,1.22133,0
2135,6211,0.96757,0
2135,6290,1.30529,0
2135,6615,1.0615,0
2135,6651,0.9294,0
2135,6665,1.14123,0
2135,6667,1.09865,0
2135,6673,0.8702,0
2135,6680,0.9168,0
2135,6736,0.8742,0
2136,6040,0.736,0
2136,6082,0.944,0
2136,6499,1.4565,0
2136,6533,1.0255,0
2136,6555,0.868,0
2136,6695,1.12633,0
2136,6696,0.583,0
2137,6417,0.97575,0
2137,6418,1.0832,0
2137,6419,1.10128,0
2137,6420,1.12859,0
2140,4445,1.1075,0
2140,4477,1.12033,0
2140,4736,0.8085,0
2140,4745,0.997,0
2140,4869,1.1664,0
2140,5093,1,0
2140,5395,1.0775,0
2140,6287,1.15433,0
2140,6405,0.76533,0
2140,6407,1.05659,0
2140,6471,0.9495,0
2140,6622,1.26675,0
2140,6683,0.869,0
2140,6684,1.10733,0
2140,6705,0.9538,0
2140,6706,1.11284,0
2141,5907,1.04743,0
2141,5956,1.05097,0
2141,6057,0.938,0
2141,6117,1.17645,0
2141,6135,1.096,0
2141,6366,1.28371,0
2141,6425,1.0465,0
2141,6556,0.9935,0
2141,6638,1.10658,0
2141,6700,0.839,0
2141,6701,0.9005,0
2141,6702,0.87267,0
2141,6703,1.02067,0
2141,6704,0.975,0
2141,6707,0.88733,0
2141,6710,1.17728,0
2144,6192,1.12968,0
2144,6474,1.18033,0
2144,6490,1.015,0
2144,6600,0.99167,0
2144,6648,1.0465,0
2144,6715,0.858,0
2144,6716,0.9268,0
2144,6723,1.183,0
2145,4691,1.049,0
2145,5596,1.1799,0
2145,6045,0.847,0
2145,6051,1.18773,0
2145,6369,1.0508,0
2145,6717,0.713,0
2145,6718,0.865,0
2145,6719,1.03,0
2146,4682,1.094,0
2146,6220,1.04733,0
2146,6666,0.98,0
2146,6720,1.1,0
2147,4469,1.1118,0
2147,4477,1.23335,0
2147,5435,1.2735,0
2147,5524,1.07892,0
2147,6222,1.14725,0
2147,6491,0.91115,0
2147,6639,1.04425,0
2147,6672,1.057,0
2147,6722,0.82396,0
2148,4501,0.9648,0
2148,4869,1.131,0
2148,4894,0.94667,0
2148,6287,0.975,0
2148,6405,1.06909,0
2148,6685,1.16458,0
2148,6724,1.2715,0
2148,6743,0.64733,0
2149,4477,1.07233,0
2149,4606,1.05716,0
2149,4680,1.1245,0
2149,4682,1.19775,0
2149,5185,0.8675,0
2149,5745,1.19717,0
2149,6083,0.63133,0
2149,6241,0.522,0
2149,6287,1.0309,0
2149,6407,1.322,0
2149,6497,1.0066,0
2149,6671,1.19166,0
2149,6724,1.071,0
2149,6726,1.03141,0
2149,6727,0.736,0
2149,6728,1.4378,0
2150,5310,1.0965,0
2150,5378,1.0884,0
2150,5422,1.1441,0
2150,6118,1.11965,0
2150,6137,1.1805,0
2150,6301,0.92134,0
2150,6615,0.95683,0
2150,6736,0.653,0
2151,4991,1.29267,0
2151,6665,0.83933,0
2152,4445,0.87,0
2152,4477,0.97667,0
2152,4688,1.17063,0
2152,4869,1.0359,0
2152,5005,1.07438,0
2152,5310,1.2035,0
2152,5395,1.09825,0
2152,5422,1.24121,0
2152,5752,1.3024,0
2152,5956,0.5955,0
2152,5973,1.27829,0
2152,5974,1.25433,0
2152,5988,1.16343,0
2152,5996,1.10794,0
2152,6117,0.729,0
2152,6118,1.088,0
2152,6135,0.86033,0
2152,6137,1.09911,0
2152,6191,1.262,0
2152,6211,1.1875,0
2152,6226,1.0975,0
2152,6238,0.99233,0
2152,6287,1.00371,0
2152,6290,1.3148,0
2152,6301,1.02111,0
2152,6366,1.02222,0
2152,6372,0.826,0
2152,6386,0.8455,0
2152,6407,1.04882,0
2152,6425,0.752,0
2152,6615,1.26545,0
2152,6638,0.88,0
2152,6639,0.918,0
2152,6670,1.02533,0
2152,6673,1.06515,0
2152,6684,0.896,0
2152,6686,1.09433,0
2152,6706,0.74,0
2152,6710,0.95619,0
2152,6724,0.8575,0
2152,6736,1.16641,0
2152,6753,0.796,0
2152,6756,0.769,0
2152,6792,0.96556,0
2152,6794,0.8785,0
2152,6905,0.737,0
2153,5258,1.007,0
2153,6109,1.31634,0
2153,6353,1.0838,0
2153,6416,0.9921,0
2153,6445,0.977,0
2153,6598,0.986,0
2153,6681,0.947,0
2153,6714,1.13368,0
2154,4554,0.817,0
2154,6732,1.345,0
2155,5752,1.034,0
2155,5973,1.36175,0
2155,5974,1.17675,0
2155,5996,0.851,0
2155,6118,1.33616,0
2155,6211,1.0885,0
2155,6301,0.863,0
2155,6527,0.699,0
2155,6615,1.0608,0
2155,6638,0.92875,0
2155,6673,1.168,0
2155,6680,0.625,0
2155,6686,1.1115,0
2155,6733,0.682,0
2155,6734,0.714,0
2155,6736,0.801,0
2156,4781,1.298,0
2156,6735,0.83933,0
2157,4803,1.132,0
2157,4982,1.1255,0
2157,6099,0.9975,0
2157,6501,0.856,0
2157,6629,1.198,0
2157,6737,1.12425,0
2157,6738,0.8795,0
2157,6739,1.058,0
2158,4579,1.06512,0
2158,4682,1.06195,0
2158,5208,0.4745,0
2158,6132,1.18188,0
2158,6133,1.19686,0
2158,6213,1.03338,0
2158,6226,1.39684,0
2158,6410,1.223,0
2158,6639,1.04829,0
2158,6669,0.91086,0
2158,6684,1.20466,0
2158,6745,0.92095,0
2158,6921,0.909,0
2158,6923,0.95837,0
2158,6959,1.2592,0
2158,6967,1.274,0
2158,7017,1.258,0
2158,7028,1.0924,0
2159,5730,0.91667,0
2159,6118,1.2568,0
2159,6641,1.136,0
2159,6686,1.464,0
2159,6710,1.244,0
2159,6741,0.921,0
2159,6742,0.885,0
2159,6753,0.644,0
2159,6791,0.616,0
2159,6794,0.976,0
2160,4863,1.38565,0
2160,6502,0.736,0
2160,7092,1.00819,0
2160,7169,1.1263,0
2160,7567,1.115,0
2160,7639,0.97133,0
2161,4863,1.30286,0
2161,6502,1.02534,0
2161,6898,0.87833,0
2161,7092,1.01572,0
2162,4811,0.9475,0
2162,5866,1.07133,0
2162,6242,1.128,0
2162,6499,1.42167,0
2162,6748,0.6635,0
2162,6749,1.07375,0
2162,6750,0.824,0
2162,6751,0.727,0
2163,6132,0.922,0
2163,6469,1.05133,0
2163,6471,1.188,0
2163,6668,0.95733,0
2163,6669,1.07266,0
2163,6684,1.0671,0
2163,6752,1.04167,0
2164,4680,1.27,0
2164,4682,1.02,0
2164,4688,1.102,0
2164,4781,1.206,0
2164,5034,0.976,0
2164,5122,0.757,0
2164,5347,0.614,0
2164,5395,1.391,0
2164,5412,1.416,0
2164,5477,1,0
2164,5524,0.978,0
2164,5929,1.159,0
2164,6408,0.986,0
2164,6448,1.032,0
2164,6469,0.562,0
2164,6570,1.164,0
2164,6629,1.065,0
2164,6652,0.746,0
2164,6668,1.108,0
2164,6670,0.656,0
2164,6720,0.918,0
2164,6746,1.092,0
2164,6754,1.594,0
2164,6755,1.04,0
2164,6760,0.866,0
2164,6761,1.124,0
2164,6762,1.364,0
2164,6763,0.786,0
2165,4501,0.9372,0
2165,4982,0.8705,0
2165,5310,0.86733,0
2165,5395,1.24825,0
2165,5422,1.178,0
2165,5929,1.2045,0
2165,6132,0.703,0
2165,6137,1.1445,0
2165,6226,1.005,0
2165,6372,0.916,0
2165,6407,0.87,0
2165,6684,1.095,0
2165,6685,1.242,0
2165,6686,1.099,0
2165,6756,0.866,0
2165,6758,0.896,0
2165,6763,1.266,0
2165,6902,0.783,0
2166,5158,1.281,0
2166,6294,0.881,0
2168,5752,1.4106,0
2168,5973,1.11566,0
2168,5974,1.00767,0
2168,5996,0.9808,0
2168,6118,0.92867,0
2168,6211,1.07533,0
2168,6290,1.112,0
2168,6386,1.014,0
2168,6615,0.773,0
2168,6736,0.90909,0
2169,6652,1.06733,0
2169,6766,1.09267,0
2170,6616,1.002,0
2170,6618,1.204,0
2170,6619,1.151,0
2170,6631,0.97,0
2170,6767,0.76,0
2170,6768,1.312,0
2170,6769,1.095,0
2170,6770,1.05,0
2170,6771,0.978,0
2170,6772,1.132,0
2170,6784,0.698,0
2170,6785,1.468,0
2170,6786,0.722,0
2170,6787,1.196,0
2170,6788,0.44,0
2170,6789,1.618,0
2171,6339,1.152,0
2171,6353,0.944,0
2171,6422,1.096,0
2171,6474,1.306,0
2171,6490,0.842,0
2171,6598,1.418,0
2171,6681,1.086,0
2171,6714,1.274,0
2171,6715,0.806,0
2171,6747,1.062,0
2171,6774,1.214,0
2171,6775,1.03,0
2171,6776,1.146,0
2171,6777,0.954,0
2171,6778,0.674,0
2171,6779,0.97,0
2172,4791,1.16953,0
2172,4863,1.334,0
2172,5176,1.16233,0
2172,5258,0.861,0
2172,6109,0.9655,0
2172,6248,1.3055,0
2172,6339,0.77267,0
2172,6468,1.0735,0
2172,6474,0.954,0
2172,6598,0.747,0
2172,6681,0.724,0
2172,6714,0.777,0
2172,6747,0.894,0
2172,6773,1.15925,0
2172,6774,1.0769,0
2172,6776,0.651,0
2173,4494,1.26114,0
2173,4548,1.09933,0
2173,5395,1,0
2173,5412,0.976,0
2173,5422,1.08,0
2173,5988,1.10497,0
2173,5995,1.074,0
2173,6137,1.09733,0
2173,6226,0.98133,0
2173,6372,1.21675,0
2173,6651,0.94133,0
2173,6685,0.94,0
2173,6724,1.03467,0
2173,6763,0.904,0
2173,6780,0.817,0
2173,6783,0.756,0
2174,4548,1.0654,0
2174,4688,1.02133,0
2174,4869,0.852,0
2174,5034,0.669,0
2174,5310,1.138,0
2174,5395,0.901,0
2174,5422,1.2156,0
2174,5929,0.86,0
2174,5988,1.077,0
2174,5995,1.2212,0
2174,6137,0.97284,0
2174,6461,0.797,0
2174,6651,0.796,0
2174,6668,0.697,0
2174,6685,1.3535,0
2174,6686,1.16433,0
2175,4548,1.21,0
2175,4869,0.946,0
2175,4894,0.954,0
2175,5310,0.718,0
2175,5395,1.342,0
2175,5412,1.206,0
2175,5596,0.888,0
2175,6051,0.698,0
2175,6133,0.866,0
2175,6651,1.124,0
2175,6685,1.15,0
2175,6724,1.372,0
2175,6780,1.4,0
2175,6781,0.892,0
2175,6782,0.73,0
2175,6783,1.184,0
2176,4445,0.99267,0
2176,4501,1.07169,0
2176,4548,1.06434,0
2176,4688,0.908,0
2176,4869,1.10707,0
2176,5310,0.93767,0
2176,5596,0.963,0
2176,5599,1.2012,0
2176,5949,0.686,0
2176,5988,0.91025,0
2176,6132,0.896,0
2176,6133,1.13883,0
2176,6134,0.99117,0
2176,6137,1.00439,0
2176,6226,1.1524,0
2176,6369,0.949,0
2176,6372,1.2004,0
2176,6405,1.108,0
2176,6407,0.876,0
2176,6651,0.93141,0
2176,6685,0.97733,0
2176,6686,1.1058,0
2176,6865,1.24958,0
2176,6902,1.2625,0
2176,6905,0.505,0
2176,6959,1.119,0
2176,7059,1.16671,0
2177,4863,1.306,0
2177,4865,0.99933,0
2177,6504,0.929,0
2177,6573,0.606,0
2177,6635,0.867,0
2177,6747,1.06617,0
2177,6773,1.396,0
2177,6790,0.756,0
2178,6396,1.193,0
2178,6399,0.951,0
2179,4469,1.11777,0
2179,5435,1.18063,0
2179,5524,1.06642,0
2179,6222,1.0414,0
2179,6491,0.8975,0
2179,6722,0.5845,0
2180,5272,1.07533,0
2180,5524,1.31643,0
2180,6411,0.9865,0
2180,6491,0.851,0
2180,6722,1.13925,0
2180,6795,0.874,0
2180,6796,0.842,0
2180,6797,0.8945,0
2181,4602,1.32914,0
2181,5919,0.71,0
2181,6636,1.0532,0
2181,6676,0.866,0
2181,6807,0.9,0
2181,6946,1.0945,0
2181,6978,1.0131,0
2181,7052,1.0295,0
2182,5214,1.358,0
2182,6584,0.81267,0
2183,6560,0.653,0
2183,6798,1.3428,0
2183,6800,1.044,0
2183,6803,0.718,0
2184,4602,0.944,0
2184,4688,1.052,0
2184,4781,1.056,0
2184,4869,1.266,0
2184,5034,1.158,0
2184,5310,1.222,0
2184,5395,1.334,0
2184,5929,1.436,0
2184,6051,0.844,0
2184,6133,0.772,0
2184,6408,0.812,0
2184,6668,1.452,0
2184,6752,0.682,0
2184,6804,0.752,0
2185,4688,1.07178,0
2185,4869,0.814,0
2185,5195,1.052,0
2185,5395,1.10133,0
2185,6684,0.89075,0
2185,6686,1.1556,0
2185,6806,1.0895,0
2185,6807,0.92933,0
2186,4501,1.00467,0
2186,4548,0.99733,0
2186,5310,1.22,0
2186,5395,1,0
2186,5988,1.1252,0
2186,6051,1.02,0
2186,6132,0.902,0
2186,6137,1.19615,0
2186,6213,0.918,0
2186,6222,0.748,0
2186,6226,1,0
2186,6287,1.11687,0
2186,6372,1.05693,0
2186,6405,1.216,0
2186,6408,1.11267,0
2186,6469,0.89333,0
2186,6471,0.9535,0
2186,6651,0.81875,0
2186,6668,0.968,0
2186,6669,0.904,0
2186,6684,0.98758,0
2186,6685,1.15091,0
2186,6686,0.997,0
2186,6724,1.078,0
2186,6832,0.758,0
2186,6865,1.16084,0
2186,6902,0.8495,0
2187,4608,1.10006,0
2187,5310,1.03575,0
2187,5378,1.21263,0
2187,5599,1.09444,0
2187,5988,0.958,0
2187,6137,0.755,0
2187,6302,1.0312,0
2187,6902,1.01485,0
2188,4803,0.91117,0
2188,4922,0.936,0
2188,4982,1.14814,0
2188,6100,1.00435,0
2188,6629,1.18541,0
2188,6652,1.18641,0
2188,6737,0.96475,0
2188,6762,1.18237,0
2188,6793,0.8526,0
2188,6808,1.00015,0
2188,6809,0.92234,0
2188,6810,1.20405,0
2189,5904,1.2,0
2189,6170,1.224,0
2189,6356,0.894,0
2189,6753,1.014,0
2189,6811,1.474,0
2189,6812,1.104,0
2189,6814,0.644,0
2189,6815,1.068,0
2189,6816,1.022,0
2189,6817,0.917,0
2189,6818,0.988,0
2189,6819,1.383,0
2189,6820,0.708,0
2189,6821,1.03,0
2189,6822,1.106,0
2189,6823,1.438,0
2189,6824,0.744,0
2189,6866,0.946,0
2189,6867,0.918,0
2189,6868,0.994,0
2189,6870,1.218,0
2191,4477,1.1585,0
2191,4602,1.1955,0
2191,4606,1.08234,0
2191,4680,1.02516,0
2191,4688,1.4698,0
2191,4829,1.0885,0
2191,4846,0.81533,0
2191,4861,0.8448,0
2191,5009,1.155,0
2191,5153,1.182,0
2191,5831,0.9084,0
2191,5929,1.46633,0
2191,6072,0.96,0
2191,6133,1.4045,0
2191,6220,1.115,0
2191,6415,1.027,0
2191,6636,1.0885,0
2191,6724,1.255,0
2191,6745,1.1835,0
2191,6807,1.2344,0
2191,6825,0.526,0
2191,6826,0.674,0
2191,6827,1.08066,0
2191,6828,0.726,0
2191,6829,1.17583,0
2191,6830,0.5,0
2191,6831,0.9025,0
2191,6832,1.5376,0
2191,6833,0.744,0
2191,6834,0.767,0
2191,6835,0.986,0
2191,6836,0.472,0
2191,6837,1.28,0
2191,6838,0.705,0
2191,6839,1.078,0
2191,6840,1.276,0
2191,6841,1.0465,0
2191,6842,1.37967,0
2191,6843,0.7935,0
2191,6844,0.393,0
2191,6845,0.613,0
2191,6846,0.818,0
2191,6847,0.791,0
2191,6848,0.85133,0
2191,6849,1.0225,0
2191,6850,0.557,0
2191,6851,0.725,0
2191,6852,0.98467,0
2191,6853,0.86325,0
2191,6854,0.996,0
2191,6855,1.1894,0
2191,6856,0.98975,0
2191,6857,0.744,0
2191,6858,1.14,0
2191,6859,1.0014,0
2191,6860,0.622,0
2191,6861,1.0875,0
2191,6862,1.4211,0
2191,6863,0.536,0
2191,6864,1.17167,0
2192,5700,0.9,0
2192,6710,1.261,0
2193,4811,0.95543,0
2193,5866,1.4355,0
2193,6040,1.0557,0
2193,6241,1.04283,0
2193,6242,1.15545,0
2193,6533,1.05997,0
2193,6555,1.01484,0
2193,6748,1.1632,0
2193,6749,1.21534,0
2193,6871,1.366,0
2193,6872,0.89886,0
2193,6873,1.1605,0
2193,6875,0.5965,0
2193,6876,1.1935,0
2193,6877,0.6675,0
2193,6878,0.826,0
2193,6879,1.31838,0
2193,6880,0.5565,0
2195,4559,1.2185,0
2195,5596,0.854,0
2195,6051,1.06733,0
